room_width,room_height,num_furniture,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4
5,7,4,1.3034768348267933,2.3820739465535765,1.2916176232546133,1.6536310690908564,2.2694008528917458,5.099110497445593,0.266412542341127,3.268019491641037,-1.0,-1.0
8,4,4,5.884080217424753,2.6773048425823354,4.950019054077182,2.4863266152035775,3.3721214937963024,2.7288489222354193,0.36542881601368626,1.3906998384363356,-1.0,-1.0
5,5,2,2.254899897234908,1.7905312084105671,1.5009983859455343,3.5287204551005744,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9,3,2,5.918344941663083,1.3242213635688391,5.345403120581664,0.10622777354738355,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4,9,4,2.3472660687827496,1.9756441967255922,1.6337641891558512,2.6388554583719,2.5388507956826167,7.4399617881674205,0.9905034361070011,5.5400296001639715,-1.0,-1.0
3,3,3,0.7945805108968524,1.5885833405662468,1.293492475873558,0.11336430686421783,0.1432582508496747,1.2312008325399324,-1.0,-1.0,-1.0,-1.0
9,6,1,5.8020240500111315,3.4165622702329927,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4,5,3,2.8484083886293377,0.553709848127685,1.5204755423662142,0.2810569604446731,1.3963941746036488,1.8303324316608216,-1.0,-1.0,-1.0,-1.0
4,6,5,1.78856550996693,1.6742883540122238,0.33199546516704925,4.882740780746221,0.5751814289678272,0.4538854811371801,2.4737034273232936,3.8289000784168326,0.18711563891356786,3.3791134677344288
4,7,2,2.6324467560855633,2.63408187457868,1.3314872799954038,3.654028129104959,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,3,4,6.5394374474179,0.38975219574876974,1.1045448872838994,0.7875670392125353,1.560803059498359,0.3299060946290939,3.6697299554024574,0.6951842682185634,-1.0,-1.0
7,8,4,0.9152743310686113,1.4023316224199123,3.7031766894163933,5.5431612953076135,3.5237887430539496,6.106937361323174,5.351307696618875,1.6208105440409546,-1.0,-1.0
4,9,5,0.28844412098877437,4.834910224637593,1.8250091189717068,1.092326063117552,2.404067412219847,5.066814818233479,1.8714460752455842,4.107494820679752,0.7627029037388027,3.89124591621255
8,8,3,1.0789966308473682,0.9380213349653889,3.1885314699995595,6.361308793282477,5.962465871210989,6.456139484576136,-1.0,-1.0,-1.0,-1.0
4,8,3,1.6477967642537634,6.266984092041874,2.5764711140195127,4.408949413223282,1.3960005217457414,4.938290590488835,-1.0,-1.0,-1.0,-1.0
9,5,4,1.6065258043728061,3.1745007606660876,4.912461888065853,2.5340392359370005,7.632465425643817,2.9373777723650467,5.473493145980959,0.8194088531460477,-1.0,-1.0
7,6,4,3.135379187072634,1.0030450128346624,1.7345126683901644,3.967984064251722,4.791743149320567,0.76170627026728,0.3888841452953353,0.2688971494468462,-1.0,-1.0
7,6,4,4.26103473804731,1.8936604998037403,4.800050307553553,2.7873802149264426,0.7309297000033275,3.2729194390340304,5.770011209874799,4.668013812381285,-1.0,-1.0
3,5,1,0.016493323218278677,2.3945877436951553,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5,3,5,2.911150347533869,1.7234277397005209,3.834374303229006,0.5307463188144472,2.0751532142426505,1.2616413137272222,1.8204118171531887,1.6129398323430553,1.8958968095219784,1.1590356192850266
5,3,2,1.9600010686666938,0.2756828408098644,1.3432625520221873,0.8854380629030907,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4,5,5,0.028758048749094378,1.6781019111720346,1.0326114675811615,1.0095445589791918,0.6403677594599094,0.7994698496544044,0.2511792927549783,3.286814174054692,1.9398993334702963,2.5080800740385176
7,6,2,4.202464961754016,4.974267956235052,4.5015335178151075,4.8228367323857455,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7,6,5,0.5584913638777405,4.932719115682137,1.8776111613072908,2.499060195444301,1.7040287529050957,0.5146314657630563,1.684227497903248,3.2462293821012618,3.972199622652508,2.4346528121501896
5,5,4,3.7649698506838445,1.9147040093092826,3.798872655489245,3.433218269545559,1.8205138790755426,3.826437393031352,2.073902623021877,2.3301468345650385,-1.0,-1.0
5,4,4,1.1262376701023187,0.02159042346625195,0.17052690614371047,0.5891939837990989,3.532571278172393,2.9341034494448452,1.708020486115342,2.5858556426272976,-1.0,-1.0
8,5,1,4.349442981294467,1.5355220222001051,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,6,2,0.34175225531673936,1.1565665982163038,1.544855286601195,1.5007048063813178,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4,5,4,1.8349758972890433,0.7013686515361766,0.7951793034097497,3.1759169192591603,1.2025442379335693,2.561435726894287,0.1428499213844998,1.1346213384841657,-1.0,-1.0
8,5,1,2.0165434152814883,1.9800170826523678,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,3,3,4.446526289081239,1.5847232776452216,0.9615021483729956,0.37660446203240405,5.929021062102186,1.4736235279755725,-1.0,-1.0,-1.0,-1.0
4,7,4,0.8746098061685035,5.8066802881276764,2.8973508412937314,3.7919897894271095,1.485174603042223,2.0794044672311958,0.30330033380134913,2.2955917061438305,-1.0,-1.0
6,4,1,2.903098506760466,2.5292145211413715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5,3,3,3.495770259408923,0.7848684631426353,3.392408418951845,1.5688465894497647,0.23324384169167978,1.5280800928146232,-1.0,-1.0,-1.0,-1.0
6,9,5,0.6553036983806104,4.844467339183163,2.6257261556397182,6.067786626245495,4.421155474789106,1.5198802150359274,4.733819205648619,5.720329942980422,3.3391721208915888,6.52921121436139
4,6,5,1.8648498191618883,3.7355828333576246,0.6544112363898951,2.104928812974598,1.2512217814832132,1.556031337894657,0.815587080787469,4.898814499954204,0.6522126610744613,0.8325545215027635
3,3,4,0.3051352775408174,0.11920768934171755,1.302957985894213,1.2564313350611407,1.78136435517088,0.18949063928121102,1.1502955955115708,0.45512021462272,-1.0,-1.0
3,5,2,1.9221428460677557,0.37947181894222615,1.3378980437362906,2.1376774562554384,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7,6,1,1.3785932016326963,1.8518410822850062,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,9,2,0.21413242498777407,4.009993789577359,1.1169019901497226,6.932716787055663,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,5,1,1.1812181142998806,0.5225864247892131,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7,6,4,5.9139259985705275,2.575362658750892,1.7558371449789838,2.724512519593099,3.0394098202735287,2.4759605257536395,0.5653544435359192,3.122496735064797,-1.0,-1.0
6,9,5,0.3591704016832342,1.9476755011678133,2.935255264850341,2.67276418936878,3.056125844028022,7.331125954523145,4.74595365875691,5.162942166055784,4.522722220496751,5.640857417110895
5,7,2,1.1856190356009093,1.3753345214507198,1.1654185280691243,3.3843147151310546,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4,4,4,1.273010523928058,2.118075282918568,1.8144674262890228,2.3018382995889626,0.011056677777107393,1.6162717264795943,2.0693492231155384,1.2630038067677425,-1.0,-1.0
7,3,3,0.8776161585821263,0.020992236477230586,2.700736484942497,0.6968389018091963,3.657212060294527,0.44547168643079704,-1.0,-1.0,-1.0,-1.0
7,9,5,2.8283546222107923,7.355832792946357,0.03363915367668313,2.06270414533798,3.932310554561315,2.7140489671903083,4.349633110363781,7.270724772643013,4.881952624970031,0.7229035693746999
5,9,1,3.1228158253626237,1.4587348902650454,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,4,1,2.0253707186993535,1.609886501683366,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7,4,4,0.4632024754402124,1.4546385046449322,1.134013061597109,0.6645432242938233,5.30535116878726,2.5100131519644444,3.8397982377058026,1.3445561090859106,-1.0,-1.0
3,7,5,0.18315801248109342,4.631661878946856,1.9654199124397198,1.4371887238521475,1.259590381937226,3.5646159946465517,1.6846749765046596,2.601300450084149,1.0967964956109277,0.11261315731918908
5,8,1,3.3101935024910607,4.776629480321321,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,6,4,0.9317434515718956,2.0349754697180473,1.9911522588563169,3.286349233639498,0.5016352345672981,3.823113222828188,1.1419131882471,3.9272971927507876,-1.0,-1.0
3,4,5,0.6953961931767885,0.8557532859935406,1.52920078784871,2.2416816535894384,1.1791538709687484,0.20083254830605057,0.8318844898531665,0.794328114771078,1.924509966881921,0.43501049027835936
5,8,1,3.830167958905329,6.310801887958414,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,9,2,2.2448789648874943,5.1483848611762895,6.674242502554845,1.2953775022442073,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6,7,2,3.306042524940445,1.7375589343538336,0.42464063219061543,1.747785490684581,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,4,4,1.9407368356087042,1.502045851375874,4.690675210807864,1.4486204032610122,3.0122708621545886,0.9454772558748535,2.3617366386140093,0.6961135315754381,-1.0,-1.0
8,6,5,3.3498005253338548,4.54124519093385,0.12368202060179867,1.4996646884093578,1.4752647028323882,3.8769421013455534,5.912891085870127,0.9843792096803755,5.38671802118814,1.683851688377485
6,8,3,2.3007477369921867,3.21737917603818,2.2709798013437417,4.078501764624308,4.761707408906621,6.589148253601748,-1.0,-1.0,-1.0,-1.0
6,7,4,3.4725312690142323,5.710361473351016,2.984858241380508,5.426074533872726,2.495801336474683,0.631671675214516,4.2916113547733366,3.2158529864598466,-1.0,-1.0
7,8,1,1.2130776241683694,0.49177857166515293,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,7,2,0.020220842632566516,0.4415591120668301,0.7543705443228124,0.16675138307661985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7,7,2,1.2660175406285974,1.8841331590156816,1.2801516738974532,1.3109543111851507,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9,5,4,3.0474228987901038,1.4970786957315294,4.879719411128013,0.6326099143409745,2.956715961250344,1.2870478606289386,5.981173883984231,1.6780896122773488,-1.0,-1.0
7,9,1,1.9228746031041863,3.2461554255814553,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9,8,4,5.47792543160568,5.784264225256684,6.106320475214931,0.9039331422890512,7.377457065878274,4.655610021778415,2.2253346943795114,5.582153509139566,-1.0,-1.0
8,4,4,0.28327633416843834,1.9492115771303524,1.1037085268053075,0.13921652398244533,4.968639136931374,1.9014502462683558,3.009293781179485,1.9236969026410327,-1.0,-1.0
4,9,5,0.8603254649925275,2.2929283175470108,2.8582207356034126,2.0933753504649655,2.5057956572727047,2.8145636656164275,1.219095225244196,0.7531222842963512,1.1097458403686096,3.5189090883324434
7,3,5,1.0488441332834788,1.4970406942783323,3.812404767735627,0.2448617589519504,3.529767403303975,1.1849513870279236,0.8874475313302266,1.7287488689485309,3.907098166814977,0.5631264125860072
9,6,3,4.512196487733028,1.7158477824829443,3.9027877881087347,4.289523369246716,7.072559145594234,3.377779732907615,-1.0,-1.0,-1.0,-1.0
7,7,2,2.7401379067798337,5.517010637440347,4.5661714179583015,5.943403270705246,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,4,2,2.520469318284883,1.509933538821849,0.7433787580750286,1.6581402073106788,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5,5,5,2.338886653766531,3.203488123545544,2.029868604282523,1.3797751041922837,2.9743816628295705,3.937906893709946,1.711611509701422,2.963399014494723,0.9406116311899613,0.43911371214804307
6,9,4,1.1523147992433684,4.906946909897206,4.536900767385816,3.0590715288875803,4.5743838775588515,2.5514425891830985,2.559332225890584,3.911985827125883,-1.0,-1.0
7,3,1,1.198563555816295,0.7005191578019818,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,9,1,2.996614630113382,2.6181755258687476,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,6,3,5.409850626243767,2.2131808181015455,5.43153521303857,2.1603656304663312,0.43974582907124204,0.043610024754031085,-1.0,-1.0,-1.0,-1.0
9,9,1,2.6495846663470743,3.652235244059556,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,6,4,1.4661231299397604,3.9207767002803724,3.177105989044046,4.920349059388951,6.503799807396755,0.6698228636978504,2.3818524497908085,1.6124540682447757,-1.0,-1.0
4,5,4,0.9029638617120633,2.472825590613019,0.9386999334414086,3.828728389695956,2.5802142995869515,3.0218445357758705,0.23818112813320214,3.1161809504261337,-1.0,-1.0
4,5,3,0.47025440059351575,2.22451325597522,1.5732133920551066,1.5411304273073405,0.7916071349375305,1.9753284666176594,-1.0,-1.0,-1.0,-1.0
6,3,1,3.907758924278803,0.07364714804597972,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,8,4,1.266196392351137,5.075538504212004,0.2345268978329127,2.7512988752675365,1.5617572792764245,1.9947422029520228,1.0814037531833398,4.54774941298051,-1.0,-1.0
9,7,3,0.39779687071901293,0.5360135355776883,5.123650881350162,0.18512738676245344,1.7089204027492837,1.9580704374218,-1.0,-1.0,-1.0,-1.0
